case_name,epoch,line
case_A,24,epoch [24/50] batch [40/50] time 0.155 (0.221) data 0.000 (0.006) loss 0.1483 (0.1730) acc 100.0000 (97.3438) data_term 0.1387 (0.1635) raw_kl_rep 24.1718 (24.1054) raw_kl_proj_rep 0.0000 (0.0000) kl_rep_term 0.0096 (0.0095) kl_proj_rep_term 0.0000 (0.0000) kl_term 0.0096 (0.0095) kl_normalizer 50.0000 (50.0000) kl_beta 0.3953 (0.3953) lr 5.9369e-04 eta 0:04:50
case_A,25,epoch [25/50] batch [20/50] time 0.117 (0.140) data 0.000 (0.012) loss 0.1668 (0.1410) acc 96.8750 (98.1250) data_term 0.1566 (0.1309) raw_kl_rep 24.3487 (24.2888) raw_kl_proj_rep 0.0000 (0.0000) kl_rep_term 0.0102 (0.0102) kl_proj_rep_term 0.0000 (0.0000) kl_term 0.0102 (0.0102) kl_normalizer 50.0000 (50.0000) kl_beta 0.4186 (0.4186) lr 5.6267e-04 eta 0:02:59
case_A,25,epoch [25/50] batch [40/50] time 0.132 (0.132) data 0.000 (0.006) loss 0.3629 (0.1461) acc 93.7500 (98.2812) data_term 0.3526 (0.1359) raw_kl_rep 24.4854 (24.3626) raw_kl_proj_rep 0.0000 (0.0000) kl_rep_term 0.0102 (0.0102) kl_proj_rep_term 0.0000 (0.0000) kl_term 0.0102 (0.0102) kl_normalizer 50.0000 (50.0000) kl_beta 0.4186 (0.4186) lr 5.6267e-04 eta 0:02:46
case_A,26,epoch [26/50] batch [20/50] time 0.123 (0.143) data 0.000 (0.010) loss 0.1205 (0.1354) acc 100.0000 (98.1250) data_term 0.1096 (0.1245) raw_kl_rep 24.7092 (24.6654) raw_kl_proj_rep 0.0000 (0.0000) kl_rep_term 0.0109 (0.0109) kl_proj_rep_term 0.0000 (0.0000) kl_term 0.0109 (0.0109) kl_normalizer 50.0000 (50.0000) kl_beta 0.4419 (0.4419) lr 5.3140e-04 eta 0:02:55
case_A,26,epoch [26/50] batch [40/50] time 0.194 (0.150) data 0.000 (0.005) loss 0.1764 (0.1404) acc 96.8750 (97.9688) data_term 0.1655 (0.1295) raw_kl_rep 24.7323 (24.6952) raw_kl_proj_rep 0.0000 (0.0000) kl_rep_term 0.0109 (0.0109) kl_proj_rep_term 0.0000 (0.0000) kl_term 0.0109 (0.0109) kl_normalizer 50.0000 (50.0000) kl_beta 0.4419 (0.4419) lr 5.3140e-04 eta 0:03:01
case_A,27,epoch [27/50] batch [20/50] time 0.142 (0.200) data 0.000 (0.011) loss 0.0898 (0.1483) acc 100.0000 (98.4375) data_term 0.0782 (0.1368) raw_kl_rep 24.8311 (24.7884) raw_kl_proj_rep 0.0000 (0.0000) kl_rep_term 0.0115 (0.0115) kl_proj_rep_term 0.0000 (0.0000) kl_term 0.0115 (0.0115) kl_normalizer 50.0000 (50.0000) kl_beta 0.4651 (0.4651) lr 5.0000e-04 eta 0:03:56
case_A,27,epoch [27/50] batch [40/50] time 0.150 (0.196) data 0.000 (0.006) loss 0.0987 (0.1360) acc 100.0000 (98.6719) data_term 0.0871 (0.1244) raw_kl_rep 24.8652 (24.8233) raw_kl_proj_rep 0.0000 (0.0000) kl_rep_term 0.0116 (0.0115) kl_proj_rep_term 0.0000 (0.0000) kl_term 0.0116 (0.0115) kl_normalizer 50.0000 (50.0000) kl_beta 0.4651 (0.4651) lr 5.0000e-04 eta 0:03:47
case_A,28,epoch [28/50] batch [20/50] time 0.209 (0.203) data 0.000 (0.012) loss 0.1040 (0.1350) acc 100.0000 (98.2812) data_term 0.0918 (0.1228) raw_kl_rep 24.9946 (24.9409) raw_kl_proj_rep 0.0000 (0.0000) kl_rep_term 0.0122 (0.0122) kl_proj_rep_term 0.0000 (0.0000) kl_term 0.0122 (0.0122) kl_normalizer 50.0000 (50.0000) kl_beta 0.4884 (0.4884) lr 4.6860e-04 eta 0:03:49
case_A,28,epoch [28/50] batch [40/50] time 0.187 (0.195) data 0.000 (0.006) loss 0.1541 (0.1389) acc 96.8750 (98.2812) data_term 0.1418 (0.1267) raw_kl_rep 25.1196 (25.0049) raw_kl_proj_rep 0.0000 (0.0000) kl_rep_term 0.0123 (0.0122) kl_proj_rep_term 0.0000 (0.0000) kl_term 0.0123 (0.0122) kl_normalizer 50.0000 (50.0000) kl_beta 0.4884 (0.4884) lr 4.6860e-04 eta 0:03:36
case_A,29,epoch [29/50] batch [20/50] time 0.201 (0.204) data 0.000 (0.012) loss 0.0757 (0.1651) acc 100.0000 (96.8750) data_term 0.0627 (0.1522) raw_kl_rep 25.3502 (25.2674) raw_kl_proj_rep 0.0000 (0.0000) kl_rep_term 0.0130 (0.0129) kl_proj_rep_term 0.0000 (0.0000) kl_term 0.0130 (0.0129) kl_normalizer 50.0000 (50.0000) kl_beta 0.5116 (0.5116) lr 4.3733e-04 eta 0:03:40
