pair_name,model_label,method,eval_mode,branch,branch_cn,score,score_cn,score_family,coverage,n_total,n_keep,n_reject,full_accuracy,retained_accuracy,accuracy_gain_vs_full,full_error_rate,retained_error_rate,rejected_error_rate
case_B__VS__case_A,BayesMMRL,BayesMMRL,mc_prob_mean_probs,fusion,融合分支,one_minus_probability_margin,低决策间隔,普通概率分数,0.6,3783,2270,1513,0.8667724028548771,0.9889867841409692,0.12221438128609208,0.13322759714512292,0.011013215859030838,0.3165895571711831
case_B__VS__case_A,BayesMMRL,BayesMMRL,mc_prob_mean_probs,fusion,融合分支,mutual_information,互信息,Bayes采样分数,1.0,3783,3783,0,0.8667724028548771,0.8667724028548771,0.0,0.13322759714512292,0.13322759714512292,
case_B__VS__case_A,BayesMMRL,BayesMMRL,mc_prob_mean_probs,fusion,融合分支,mutual_information,互信息,Bayes采样分数,0.98,3783,3707,76,0.8667724028548771,0.8780685190180739,0.011296116163196812,0.13322759714512292,0.12193148098192609,0.6842105263157895
case_B__VS__case_A,BayesMMRL,BayesMMRL,mc_prob_mean_probs,fusion,融合分支,mutual_information,互信息,Bayes采样分数,0.95,3783,3594,189,0.8667724028548771,0.8895381190873678,0.022765716232490685,0.13322759714512292,0.11046188091263216,0.5661375661375662
case_B__VS__case_A,BayesMMRL,BayesMMRL,mc_prob_mean_probs,fusion,融合分支,mutual_information,互信息,Bayes采样分数,0.9,3783,3405,378,0.8667724028548771,0.9101321585903084,0.04335975573543127,0.13322759714512292,0.08986784140969163,0.5238095238095238
case_B__VS__case_A,BayesMMRL,BayesMMRL,mc_prob_mean_probs,fusion,融合分支,mutual_information,互信息,Bayes采样分数,0.85,3783,3216,567,0.8667724028548771,0.929726368159204,0.06295396530432684,0.13322759714512292,0.07027363184079602,0.49029982363315694
case_B__VS__case_A,BayesMMRL,BayesMMRL,mc_prob_mean_probs,fusion,融合分支,mutual_information,互信息,Bayes采样分数,0.8,3783,3026,757,0.8667724028548771,0.94216787838731,0.07539547553243287,0.13322759714512292,0.05783212161269002,0.4346103038309115
case_B__VS__case_A,BayesMMRL,BayesMMRL,mc_prob_mean_probs,fusion,融合分支,mutual_information,互信息,Bayes采样分数,0.7,3783,2648,1135,0.8667724028548771,0.9663897280966768,0.09961732524179967,0.13322759714512292,0.03361027190332326,0.3656387665198238
case_B__VS__case_A,BayesMMRL,BayesMMRL,mc_prob_mean_probs,fusion,融合分支,mutual_information,互信息,Bayes采样分数,0.6,3783,2270,1513,0.8667724028548771,0.9854625550660793,0.11869015221120216,0.13322759714512292,0.014537444933920705,0.3113020489094514
case_B__VS__case_A,BayesMMRL,BayesMMRL,mc_prob_mean_probs,fusion,融合分支,variation_ratio,投票分歧率,Bayes采样分数,1.0,3783,3783,0,0.8667724028548771,0.8667724028548771,0.0,0.13322759714512292,0.13322759714512292,
case_B__VS__case_A,BayesMMRL,BayesMMRL,mc_prob_mean_probs,fusion,融合分支,variation_ratio,投票分歧率,Bayes采样分数,0.98,3783,3707,76,0.8667724028548771,0.8777987591043971,0.011026356249519975,0.13322759714512292,0.12220124089560291,0.6710526315789473
case_B__VS__case_A,BayesMMRL,BayesMMRL,mc_prob_mean_probs,fusion,融合分支,variation_ratio,投票分歧率,Bayes采样分数,0.95,3783,3594,189,0.8667724028548771,0.8903728436282693,0.023600440773392184,0.13322759714512292,0.10962715637173066,0.582010582010582
case_B__VS__case_A,BayesMMRL,BayesMMRL,mc_prob_mean_probs,fusion,融合分支,variation_ratio,投票分歧率,Bayes采样分数,0.9,3783,3405,378,0.8667724028548771,0.912481644640235,0.045709241785357846,0.13322759714512292,0.08751835535976506,0.544973544973545
case_B__VS__case_A,BayesMMRL,BayesMMRL,mc_prob_mean_probs,fusion,融合分支,variation_ratio,投票分歧率,Bayes采样分数,0.85,3783,3216,567,0.8667724028548771,0.9325248756218906,0.06575247276701346,0.13322759714512292,0.06747512437810946,0.5061728395061729
case_B__VS__case_A,BayesMMRL,BayesMMRL,mc_prob_mean_probs,fusion,融合分支,variation_ratio,投票分歧率,Bayes采样分数,0.8,3783,3026,757,0.8667724028548771,0.9444811632518176,0.07770876039694052,0.13322759714512292,0.05551883674818242,0.4438573315719947
case_B__VS__case_A,BayesMMRL,BayesMMRL,mc_prob_mean_probs,fusion,融合分支,variation_ratio,投票分歧率,Bayes采样分数,0.7,3783,2648,1135,0.8667724028548771,0.948262839879154,0.08149043702427694,0.13322759714512292,0.05173716012084592,0.3233480176211454
case_B__VS__case_A,BayesMMRL,BayesMMRL,mc_prob_mean_probs,fusion,融合分支,variation_ratio,投票分歧率,Bayes采样分数,0.6,3783,2270,1513,0.8667724028548771,0.9546255506607929,0.0878531478059158,0.13322759714512292,0.04537444933920705,0.2650363516192994
case_B__VS__case_A,BayesMMRL,BayesMMRL,mc_prob_mean_probs,fusion,融合分支,vote_entropy,投票熵,Bayes采样分数,1.0,3783,3783,0,0.8667724028548771,0.8667724028548771,0.0,0.13322759714512292,0.13322759714512292,
case_B__VS__case_A,BayesMMRL,BayesMMRL,mc_prob_mean_probs,fusion,融合分支,vote_entropy,投票熵,Bayes采样分数,0.98,3783,3707,76,0.8667724028548771,0.8794173185864581,0.012644915731580997,0.13322759714512292,0.12058268141354195,0.75
case_B__VS__case_A,BayesMMRL,BayesMMRL,mc_prob_mean_probs,fusion,融合分支,vote_entropy,投票熵,Bayes采样分数,0.95,3783,3594,189,0.8667724028548771,0.8917640511964385,0.024991648341561423,0.13322759714512292,0.1082359488035615,0.6084656084656085
case_B__VS__case_A,BayesMMRL,BayesMMRL,mc_prob_mean_probs,fusion,融合分支,vote_entropy,投票熵,Bayes采样分数,0.9,3783,3405,378,0.8667724028548771,0.9130690161527166,0.04629661329783952,0.13322759714512292,0.08693098384728341,0.5502645502645502
case_B__VS__case_A,BayesMMRL,BayesMMRL,mc_prob_mean_probs,fusion,融合分支,vote_entropy,投票熵,Bayes采样分数,0.85,3783,3216,567,0.8667724028548771,0.9322139303482587,0.06544152749338161,0.13322759714512292,0.06778606965174129,0.5044091710758377
case_B__VS__case_A,BayesMMRL,BayesMMRL,mc_prob_mean_probs,fusion,融合分支,vote_entropy,投票熵,Bayes采样分数,0.8,3783,3026,757,0.8667724028548771,0.9444811632518176,0.07770876039694052,0.13322759714512292,0.05551883674818242,0.4438573315719947
case_B__VS__case_A,BayesMMRL,BayesMMRL,mc_prob_mean_probs,fusion,融合分支,vote_entropy,投票熵,Bayes采样分数,0.7,3783,2648,1135,0.8667724028548771,0.948262839879154,0.08149043702427694,0.13322759714512292,0.05173716012084592,0.3233480176211454
case_B__VS__case_A,BayesMMRL,BayesMMRL,mc_prob_mean_probs,fusion,融合分支,vote_entropy,投票熵,Bayes采样分数,0.6,3783,2270,1513,0.8667724028548771,0.9546255506607929,0.0878531478059158,0.13322759714512292,0.04537444933920705,0.2650363516192994
case_B__VS__case_A,BayesMMRL,BayesMMRL,mc_prob_mean_probs,fusion,融合分支,logit_variance,类别打分方差,Bayes采样分数,1.0,3783,3783,0,0.8667724028548771,0.8667724028548771,0.0,0.13322759714512292,0.13322759714512292,
case_B__VS__case_A,BayesMMRL,BayesMMRL,mc_prob_mean_probs,fusion,融合分支,logit_variance,类别打分方差,Bayes采样分数,0.98,3783,3707,76,0.8667724028548771,0.8678176422983545,0.0010452394434773415,0.13322759714512292,0.13218235770164555,0.18421052631578946
case_B__VS__case_A,BayesMMRL,BayesMMRL,mc_prob_mean_probs,fusion,融合分支,logit_variance,类别打分方差,Bayes采样分数,0.95,3783,3594,189,0.8667724028548771,0.8695047301057318,0.0027323272508547047,0.13322759714512292,0.1304952698942682,0.18518518518518517
case_B__VS__case_A,BayesMMRL,BayesMMRL,mc_prob_mean_probs,fusion,融合分支,logit_variance,类别打分方差,Bayes采样分数,0.9,3783,3405,378,0.8667724028548771,0.8743024963289281,0.007530093474050981,0.13322759714512292,0.12569750367107196,0.20105820105820105
case_B__VS__case_A,BayesMMRL,BayesMMRL,mc_prob_mean_probs,fusion,融合分支,logit_variance,类别打分方差,Bayes采样分数,0.85,3783,3216,567,0.8667724028548771,0.878731343283582,0.011958940428704934,0.13322759714512292,0.12126865671641791,0.20105820105820105
case_B__VS__case_A,BayesMMRL,BayesMMRL,mc_prob_mean_probs,fusion,融合分支,logit_variance,类别打分方差,Bayes采样分数,0.8,3783,3026,757,0.8667724028548771,0.8807005948446794,0.01392819198980233,0.13322759714512292,0.11929940515532056,0.18890356671070013
case_B__VS__case_A,BayesMMRL,BayesMMRL,mc_prob_mean_probs,fusion,融合分支,logit_variance,类别打分方差,Bayes采样分数,0.7,3783,2648,1135,0.8667724028548771,0.8848187311178247,0.01804632826294761,0.13322759714512292,0.11518126888217523,0.17533039647577092
case_B__VS__case_A,BayesMMRL,BayesMMRL,mc_prob_mean_probs,fusion,融合分支,logit_variance,类别打分方差,Bayes采样分数,0.6,3783,2270,1513,0.8667724028548771,0.8889867841409692,0.0222143812860921,0.13322759714512292,0.11101321585903083,0.16655651024454726
