pair_name,class_or_text_index,text_cosine,text_angle_deg,text_shift_norm
case_B__VS__case_A,452,0.9570088386535645,16.861473773888168,0.29322779178619385
case_B__VS__case_A,453,0.9608679413795471,16.081645550649384,0.27975744009017944
case_B__VS__case_A,454,0.9477292895317078,18.607026068592255,0.32332926988601685
case_B__VS__case_A,455,0.9229788184165955,22.6344750333833,0.3924824893474579
case_B__VS__case_A,456,0.9090821146965027,24.621186816775158,0.4264226257801056
case_B__VS__case_A,457,0.9398707747459412,19.970133966561775,0.346783310174942
case_B__VS__case_A,458,0.9541711807250977,17.413243731802563,0.30274996161460876
case_B__VS__case_A,459,0.9359225034713745,20.622303520201747,0.3579872250556946
case_B__VS__case_A,460,0.9441009759902954,19.247922170802767,0.33436229825019836
case_B__VS__case_A,461,0.9527262449264526,17.68779105028522,0.30748623609542847
case_B__VS__case_A,462,0.9690927863121033,14.282114803320258,0.2486247718334198
case_B__VS__case_A,463,0.8927525281906128,26.778807409679665,0.4631359577178955
case_B__VS__case_A,464,0.9369633793830872,20.452306657082698,0.35506805777549744
case_B__VS__case_A,465,0.9684873819351196,14.422050088566554,0.25104838609695435
case_B__VS__case_A,466,0.9659950137138367,14.984676062487246,0.26078739762306213
case_B__VS__case_A,467,0.9735466241836548,13.208096644064533,0.2300148904323578
case_B__VS__case_A,468,0.9637441039085388,15.475614631881298,0.26928043365478516
case_B__VS__case_A,469,0.9580443501472473,16.655708002487984,0.2896747589111328
case_B__VS__case_A,470,0.9735745191574097,13.201099878152469,0.22989365458488464
case_B__VS__case_A,471,0.9498941898345947,18.214277802545713,0.3165617883205414
case_B__VS__case_A,472,0.8955129384994507,26.42560868179546,0.4571368396282196
case_B__VS__case_A,473,0.9534465670585632,17.551445031833584,0.30513402819633484
case_B__VS__case_A,474,0.9549520611763,17.263111122379282,0.3001602590084076
case_B__VS__case_A,475,0.9467512369155884,18.781861059075656,0.3263396918773651
case_B__VS__case_A,476,0.9596229195594788,16.337188545625636,0.2841731905937195
case_B__VS__case_A,477,0.964324414730072,15.350511621809645,0.2671167552471161
case_B__VS__case_A,478,0.9528142809867859,17.671181803503845,0.3071994185447693
case_B__VS__case_A,479,0.9642173647880554,15.373664095447834,0.2675169110298157
case_B__VS__case_A,480,0.9192328453063965,23.185814407664047,0.4019133746623993
case_B__VS__case_A,481,0.971066415309906,13.816291659389615,0.24055643379688263
case_B__VS__case_A,482,0.9404677152633667,19.86974800922635,0.34505754709243774
case_B__VS__case_A,483,0.961299479007721,15.992144286492527,0.2782106101512909
case_B__VS__case_A,484,0.9678788781166077,14.561375191746977,0.25346067547798157
case_B__VS__case_A,485,0.9190013408660889,23.219481294058703,0.4024888575077057
case_B__VS__case_A,486,0.9363359212875366,20.554944761860522,0.3568305969238281
case_B__VS__case_A,487,0.9528971910476685,17.655525818488073,0.30692946910858154
case_B__VS__case_A,488,0.9454137086868286,19.01844659504656,0.3304128348827362
case_B__VS__case_A,489,0.8948218822479248,26.51443970314005,0.45864614844322205
case_B__VS__case_A,490,0.929165780544281,21.694853366901118,0.3763883709907532
case_B__VS__case_A,491,0.9632898569107056,15.572856671145335,0.270961731672287
case_B__VS__case_A,492,0.9540186524391174,17.44242270143299,0.30325329303741455
case_B__VS__case_A,493,0.9562875628471375,17.003368993106392,0.29567691683769226
case_B__VS__case_A,494,0.9471912980079651,18.703391515133838,0.32498782873153687
case_B__VS__case_A,495,0.951869785785675,17.848593369124035,0.31025901436805725
case_B__VS__case_A,496,0.9462135434150696,18.87731308953873,0.32798317074775696
case_B__VS__case_A,497,0.9226289391517639,22.68650767501445,0.393373042345047
case_B__VS__case_A,498,0.9708769917488098,13.861665572188285,0.24134209752082825
case_B__VS__case_A,499,0.8930695056915283,26.738469472283747,0.462451308965683
case_B__VS__case_A,500,0.9469953179359436,18.738376850560428,0.3255912959575653
case_B__VS__case_A,501,0.955028772354126,17.248294251032064,0.2999039590358734
case_B__VS__case_A,502,0.9250915050506592,22.317842785397552,0.38706183433532715
case_B__VS__case_A,503,0.9602469205856323,16.209601273289053,0.28196874260902405
case_B__VS__case_A,504,0.9131595492362976,24.054303976012918,0.41675040125846863
case_B__VS__case_A,505,0.9583799242973328,16.588494419757225,0.28851401805877686
case_B__VS__case_A,506,0.9631113409996033,15.61091039521291,0.27162036299705505
case_B__VS__case_A,507,0.967387855052948,14.67285770746496,0.2553909420967102
case_B__VS__case_A,508,0.9484398365020752,18.479009623213503,0.3211233913898468
case_B__VS__case_A,509,0.9279572367668152,21.881407952276838,0.37958618998527527
case_B__VS__case_A,510,0.9555378556251526,17.14964960032182,0.29820188879966736
case_B__VS__case_A,511,0.9435738325119019,19.339333303537252,0.33593523502349854
case_B__VS__case_A,512,0.964120626449585,15.394557174010174,0.2678784728050232
case_B__VS__case_A,513,0.9483372569084167,18.497543779950572,0.32144343852996826
