case_name,method,dataset,shots,seed,split,class_id,count,PM_logits_acc,MC_logits_MI,PM_logits_conf,PM_rep_acc,MC_rep_MI,PM_rep_conf,PM_fusion_acc,MC_fusion_MI,PM_fusion_conf
BayesMMRL_caltech101_16shot_seed1,BayesMMRL,caltech101,16,1,test,33,20,0.95,0.015380064910277724,0.8849164873361588,0.95,0.028654392175030807,0.9523265063762665,1.0,0.01606998638017103,0.9358344405889512
BayesMMRL_caltech101_16shot_seed1,BayesMMRL,caltech101,16,1,test,34,22,1.0,0.0016377665610475974,0.97370476343415,0.9545454545454546,0.005421614237341352,0.9729340780865062,1.0,0.0015905041707975959,0.9825159175829454
BayesMMRL_caltech101_16shot_seed1,BayesMMRL,caltech101,16,1,test,35,19,1.0,0.002387598451030882,0.9791502042820579,1.0,0.004526469296634835,0.9840966588572452,1.0,0.0023241644284050715,0.9879461777837653
BayesMMRL_caltech101_16shot_seed1,BayesMMRL,caltech101,16,1,test,36,16,1.0,0.005815224860270973,0.9684594199061394,1.0,0.01094874599607465,0.971457164734602,1.0,0.006507726262498181,0.9746877513825893
BayesMMRL_caltech101_16shot_seed1,BayesMMRL,caltech101,16,1,test,37,19,1.0,0.0028456680133546654,0.9632148272112796,1.0,0.0006248534191399813,0.9961757126607393,1.0,0.001550601109078056,0.9828210504431474
BayesMMRL_caltech101_16shot_seed1,BayesMMRL,caltech101,16,1,test,38,26,1.0,0.00034859085952540714,0.9954067239394555,1.0,0.0010731254620063386,0.9923422153179462,1.0,0.00029347584831367177,0.9953823639796331
BayesMMRL_caltech101_16shot_seed1,BayesMMRL,caltech101,16,1,test,39,20,0.9,0.003561689180060057,0.9263772457838059,1.0,0.0034158027781813873,0.9658821851015091,1.0,0.0019025234767468646,0.9728512346744538
BayesMMRL_caltech101_16shot_seed1,BayesMMRL,caltech101,16,1,test,40,20,1.0,0.005012928321957588,0.951336932182312,1.0,0.004298702151072575,0.9911253869533538,1.0,0.002309566433541477,0.9802453577518463
BayesMMRL_caltech101_16shot_seed1,BayesMMRL,caltech101,16,1,test,41,14,0.7857142857142857,0.016193340931619917,0.8047849323068347,0.9285714285714286,0.019976294012459612,0.9628403186798096,0.9285714285714286,0.010574149500046457,0.9132705926895142
BayesMMRL_caltech101_16shot_seed1,BayesMMRL,caltech101,16,1,test,42,10,1.0,0.0004652447300031781,0.996490079164505,1.0,2.42837434257126e-05,0.9997601568698883,1.0,0.00010011442063841968,0.9993136346340179
